support_key,support_size,loss,gain_from_empty,delta_from_router,pairwise_synergy
"2,14",2,4.162789821624756,0.0008411407470703125,1.2946827411651611,0.10881423950195312
"2,15",2,4.13484001159668,0.028790950775146484,1.266732931137085,0.16016483306884766
"2,16",2,4.164065361022949,-0.0004343986511230469,1.2959582805633545,0.15605688095092773
"2,17",2,4.176762104034424,-0.013131141662597656,1.308655023574829,0.04364299774169922
"2,18",2,4.149683952331543,0.013947010040283203,1.2815768718719482,0.16822195053100586
"2,19",2,4.10603141784668,0.057599544525146484,1.237924337387085,0.18918800354003906
"2,20",2,4.14983606338501,0.013794898986816406,1.281728982925415,0.06657886505126953
"2,21",2,4.220846652984619,-0.05721569061279297,1.3527395725250244,0.12856149673461914
"2,22",2,4.211391448974609,-0.0477604866027832,1.3432843685150146,0.12344741821289062
"2,23",2,4.2284345626831055,-0.0648036003112793,1.3603274822235107,0.16495180130004883
"3,4",2,4.168152809143066,-0.004521846771240234,1.3000457286834717,0.17198991775512695
"3,5",2,4.20034646987915,-0.03671550750732422,1.3322393894195557,0.14333677291870117
"3,6",2,4.133809566497803,0.029821395874023438,1.265702486038208,0.2214956283569336
"3,7",2,4.170215606689453,-0.006584644317626953,1.3021085262298584,0.18583345413208008
"3,8",2,4.144839286804199,0.018791675567626953,1.2767322063446045,0.2393803596496582
"3,9",2,4.163176536560059,0.0004544258117675781,1.2950694561004639,0.09516716003417969
"3,10",2,4.16424036026001,-0.0006093978881835938,1.296133279800415,0.1813197135925293
"3,11",2,4.151637077331543,0.011993885040283203,1.2835299968719482,0.16018056869506836
"3,12",2,4.19304895401001,-0.029417991638183594,1.324941873550415,0.0671839714050293
"3,13",2,4.111886978149414,0.05174398422241211,1.2437798976898193,0.24312305450439453
"3,14",2,4.153934001922607,0.00969696044921875,1.2858269214630127,0.15727663040161133
"3,15",2,4.173395156860352,-0.00976419448852539,1.3052880764007568,0.16121625900268555
"3,16",2,4.167950630187988,-0.004319667816162109,1.2998435497283936,0.19177818298339844
"3,17",2,4.203406810760498,-0.039775848388671875,1.3352997303009033,0.056604862213134766
"3,18",2,4.134428977966309,0.029201984405517578,1.2663218975067139,0.22308349609375
"3,19",2,4.098531723022461,0.06509923934936523,1.2304246425628662,0.23629426956176758
"3,20",2,4.132191181182861,0.031439781188964844,1.2640841007232666,0.12383031845092773
"3,21",2,4.179295539855957,-0.01566457748413086,1.3111884593963623,0.20971918106079102
"3,22",2,4.147061347961426,0.01656961441040039,1.278954267501831,0.22738409042358398
"3,23",2,4.206730365753174,-0.043099403381347656,1.338623285293579,0.22626256942749023
"4,5",2,4.2333984375,-0.06976747512817383,1.3652913570404053,0.10201549530029297
"4,6",2,4.182239532470703,-0.018608570098876953,1.3141324520111084,0.1647963523864746
"4,7",2,4.208299160003662,-0.04466819763183594,1.3401920795440674,0.1394805908203125
"4,8",2,4.161564350128174,0.0020666122436523438,1.293457269668579,0.214385986328125
"4,9",2,4.17893123626709,-0.015300273895263672,1.3108241558074951,0.07114315032958984
"4,10",2,4.217986106872559,-0.05435514450073242,1.3498790264129639,0.11930465698242188
"4,11",2,4.170510292053223,-0.006879329681396484,1.302403211593628,0.13303804397583008
"4,12",2,4.17983865737915,-0.01620769500732422,1.3117315769195557,0.07212495803833008
"4,13",2,4.199909687042236,-0.036278724670410156,1.3318026065826416,0.14683103561401367
"4,14",2,4.166532039642334,-0.0029010772705078125,1.2984249591827393,0.13640928268432617
"4,15",2,4.181676864624023,-0.018045902252197266,1.3135697841644287,0.14466524124145508
"4,16",2,4.146496295928955,0.017134666442871094,1.2783892154693604,0.20496320724487305
"4,17",2,4.188389301300049,-0.024758338928222656,1.320282220840454,0.06335306167602539
"4,18",2,4.176220417022705,-0.012589454650878906,1.3081133365631104,0.17302274703979492
"4,19",2,4.120834827423096,0.04279613494873047,1.252727746963501,0.20572185516357422
"4,20",2,4.146114349365234,0.017516613006591797,1.2780072689056396,0.1016378402709961
"4,21",2,4.227088451385498,-0.06345748901367188,1.3589813709259033,0.1536569595336914
"4,22",2,4.227920055389404,-0.06428909301757812,1.3598129749298096,0.13825607299804688
"4,23",2,4.206455707550049,-0.042824745178222656,1.338348627090454,0.21826791763305664
"5,6",2,4.216618061065674,-0.052987098693847656,1.348510980606079,0.1339583396911621
"5,7",2,4.236861228942871,-0.07323026657104492,1.3687541484832764,0.11445903778076172
"5,8",2,4.170069217681885,-0.006438255310058594,1.30196213722229,0.20942163467407227
"5,9",2,4.200157642364502,-0.03652667999267578,1.3320505619049072,0.05345726013183594
"5,10",2,4.221090793609619,-0.05745983123779297,1.3529837131500244,0.11974048614501953
"5,11",2,4.1923322677612305,-0.028701305389404297,1.3242251873016357,0.11475658416748047
"5,12",2,4.179549217224121,-0.015918254852294922,1.3114421367645264,0.07595491409301758
"5,13",2,4.193815231323242,-0.030184268951416016,1.3257081508636475,0.15646600723266602
"5,14",2,4.170869827270508,-0.007238864898681641,1.302762746810913,0.13561201095581055
"5,15",2,4.174737453460693,-0.011106491088867188,1.3066303730010986,0.15514516830444336
"5,16",2,4.249739646911621,-0.08610868453979492,1.3816325664520264,0.10526037216186523
"5,17",2,4.2153730392456055,-0.0517420768737793,1.3472659587860107,0.03990983963012695
"5,18",2,4.170923233032227,-0.007292270660400391,1.3028161525726318,0.18186044692993164
